"","N_SQ_VO","VOIE_ID"
"62100","750006198","5707"
"62195","750000789","8830"
"62209","750000428","Z002"
"62223","750000435","Z014"
"62225","750000392","Z126"
"62233","750006132","Z157"
"62236","750000358","Z198"
"62246","750000365","Z220"
"62247","750000372","Z042"
"62248","750000359","Z199"
"62270","750000381","Z111"
"62271","750000383","Z114"
"62272","750000391","Z125"
"62276","750000363","Z210"
"62295","750000767","Z202"
"62300","750000368","Z023"
"62301","750002085","25"
"62311","750002091","64"
"62323","750002095","91"
"62340","750002025","136"
"62363","750006292","196"
"62374","750002043","199"
"62395","750007213","4415"
"62432","750001986","308"
"62439","750001990","314"
"62445","750001999","350"
"62450","750006288","360"
"62468","750001951","533"
"62479","750001954","541"
"62504","750006286","694"
"62510","750001900","803"
"62522","750001906","839"
"62531","750001909","859"
"62562","750001910","858"
"62572","750001911","862"
"62586","750001916","892"
"62609","750001919","926"
"62623","750001933","1068"
"62727","750001937","1079"
"62761","750006283","1082"
"62835","750001857","1123"
"62846","750001884","1299"
"62850","750001850","1691"
"62876","750001852","1703"
"62877","750001854","1745"
"62916","750001778","1783"
"62925","750001780","1793"
"62939","750001781","1795"
"63032","750001782","1833"
"63039","750001787","1855"
"63045","750001791","1868"
"63053","750001794","1879"
"63065","750001804","1976"
"63080","750001810","2033"
"63097","750001738","2080"
"63107","750001743","2081"
"63125","750001744","2086"
"63167","750001748","2090"
"63228","750001773","2308"
"63286","750001698","2338"
"63293","750001699","2344"
"63358","750001707","2433"
"63370","750001983","307"
"63385","750001719","2535"
"63391","750002008","410"
"63402","750001727","2583"
"63417","750001959","567"
"63509","750001730","2606"
"63539","750005049","687"
"63565","750001907","843"
"63575","750001864","1160"
"63648","750001733","2635"
"63656","750001734","2640"
"63706","750001846","1682"
"63749","750001813","2058"
"63775","750001518","3838"
"63803","750001536","3932"
"63806","750001736","2652"
"63818","750002079","6"
"63824","750001713","2488"
"63840","750001544","3510"
"63944","750002032","159"
"63955","750001152","5910"
"63962","750006296","282"
"63966","750002056","283"
"63974","750002057","287"
"63992","750006191","6316"
"63999","750001997","342"
"64045","750000947","7273"
"64048","750000900","7544"
"64221","750002009","414"
"64222","750000760","8666"
"64263","750001942","471"
"64362","750001213","5299"
"64367","750006139","9347"
"64501","750001201","5683"
"64657","750001203","5700"
"64670","750001133","5770"
"64717","750000633","9984"
"64753","750001140","5829"
"64771","750001074","6419"
"64804","750001015","6587"
"64827","750001038","6743"
"64832","750000983","7015"
"64927","750000899","7542"
"64951","750004418","7773"
"64969","750000891","8112"
"64993","750000855","8421"
"65004","750001670","2730"
"65010","750001973","707"
"65026","750001905","825"
"65106","750001671","2734"
"65150","750001641","3100"
"65165","750000746","8589"
"65174","750001525","3869"
"65179","750000747","8590"
"65198","750001092","6038"
"65230","750000756","8642"
"65244","750000988","7033"
"65257","750000933","7197"
"65288","750000852","8405"
"65326","750000691","9789"
"65373","750000730","9410"
"65377","750000661","9656"
"65399","750001617","2919"
"65408","750001619","2930"
"65423","750001622","2963"
"65442","750001935","1075"
"65454","750001870","1190"
"65476","750001893","1370"
"65486","750001822","1501"
"65492","750001764","2232"
"65505","750001766","2237"
"65523","750006263","2240"
"65534","750006264","2280"
"65553","750001683","2835"
"65605","750001687","2852"
"65633","750001616","2915"
"65648","750001625","2989"
"65680","750001475","4004"
"65698","750001477","4005"
"65709","750001483","4017"
"65722","750006229","4023"
"65784","750006230","4027"
"65792","750001493","4031"
"65798","750006232","4034"
"65800","750001423","4038"
"65817","750001427","4045"
"65835","750001428","4047"
"65838","750006196","5609"
"65844","750001631","3015"
"65891","750000986","7021"
"65896","750000934","7210"
"65904","750000277","7757"
"65914","750000880","8043"
"66035","750001637","3069"
"66068","750000740","8565"
"66072","750001644","3148"
"66078","750006250","3168"
"66090","750001584","3284"
"66105","750001599","3349"
"66159","750001603","3365"
"66163","750001610","3435"
"66182","750001612","3447"
"66192","750001613","3452"
"66215","750001539","3461"
"66224","750001549","3531"
"66245","750001552","3552"
"66258","750001555","3567"
"66307","750006242","3695"
"66314","750001502","3769"
"66318","750001509","3802"
"66325","750001512","3813"
"66338","750001513","3817"
"66348","750001515","3826"
"66362","750001526","3871"
"66385","750001527","3873"
"66408","750004747","3927"
"66460","750001467","3976"
"66465","750001471","3995"
"66477","750001434","4070"
"66510","750001438","4077"
"66534","750001444","4090"
"66539","750006224","4096"
"66550","750006225","4119"
"66563","750001457","4145"
"66569","750003408","4177"
"66580","750001390","4292"
"66617","750001392","4309"
"66654","750001393","4322"
"66673","750001396","4340"
"66685","750001402","4361"
"66711","750001406","4375"
"66718","750001407","4379"
"66733","750006219","4389"
"66742","750006221","4486"
"66749","750001343","4496"
"66785","750001351","4495"
"66799","750001355","4546"
"66816","750001367","4663"
"66823","750006217","4720"
"66827","750001300","4750"
"66862","750001306","4774"
"66880","750007260","5168"
"66993","750001311","4802"
"67029","750001312","4806"
"67036","750001323","4839"
"67052","750001334","4906"
"67055","750001338","4920"
"67095","750001258","4945"
"67101","750001268","5035"
"67120","750001286","5204"
"67143","750001290","5239"
"67152","750006208","5263"
"67202","750001297","5279"
"67207","750001216","5322"
"67220","750001218","5328"
"67349","750001230","5386"
"67353","750001231","5388"
"67391","750001242","5428"
"67403","750001244","5436"
"67449","750001247","5452"
"67453","750001248","5456"
"67467","750006203","5461"
"67488","750001249","5465"
"67496","750001250","5469"
"67510","750001184","5535"
"67531","750001186","5554"
"67561","750001187","5557"
"67567","750001206","5709"
"67575","750001207","5717"
"67605","750001137","5793"
"67615","750001151","5891"
"67626","750001154","5918"
"67653","750006195","6006"
"67659","750001095","6070"
"67673","750001096","6074"
"67694","750001101","6115"
"67698","750001114","6193"
"67710","750001115","6199"
"67716","750001116","6204"
"67743","750001119","6247"
"67866","750001122","6267"
"67879","750001123","6269"
"67889","750001128","6305"
"67944","750001055","6338"
"67998","750001080","6485"
"68002","750001020","6622"
"68013","750001025","6681"
"68025","750001033","6711"
"68094","750001040","6798"
"68119","750001041","6809"
"68151","750001048","6884"
"68164","750000974","6916"
"68174","750000980","6985"
"68213","750000996","7066"
"68221","750000999","7086"
"68229","750001004","7122"
"68238","750001005","7125"
"68289","750000938","7214"
"68354","750000948","7314"
"68374","750000953","7357"
"68392","750000954","7360"
"68410","750000957","7397"
"68452","750006170","7421"
"68459","750000932","7746"
"68508","750000876","8013"
"68517","750000877","8015"
"68561","750006158","8068"
"68643","750000893","8126"
"68657","750000897","8181"
"68699","750000827","8241"
"68707","750000830","8248"
"68716","750000849","8383"
"68723","750000784","8811"
"68799","750006151","8501"
"68853","750000738","8562"
"68865","750000749","8612"
"68925","750000761","8674"
"68986","750000364","8746"
"68998","750000769","9121"
"69010","750000714","9256"
"69017","750000659","9646"
"69040","750000669","9699"
"69045","750000670","9701"
"69048","750000687","9765"
"69061","750000696","9835"
"69109","750000618","9853"
"69156","750000626","9942"
"69181","750000628","9955"
"69216","750000634","9987"
"69228","750000421","Y526"
"69231","750000270","8371"
"69234","750002033","160"
"69252","750002042","197"
"69254","750000558","200"
"69259","750001783","1835"
"69267","750001881","1280"
"69273","750001960","579"
"69280","750006284","580"
"69309","750000973","6905"
"69311","750000833","8257"
"69313","750002046","220"
"69315","750006253","2836"
"69323","750001068","6384"
"69329","750000881","8044"
"69337","750000736","9572"
"69339","750000732","9444"
"69345","750001349","4527"
"69349","750001352","4535"
"69363","750001301","4751"
"69371","750006209","4836"
"69373","750001337","4919"
"69377","750006205","5169"
"69382","750001288","5213"
"69393","750001185","5539"
"69395","750001149","5887"
"69398","750001124","6273"
"69403","750006186","6567"
"69415","750000949","7315"
"69429","750000874","8005"
"69431","750000886","8069"
"69435","750000708","9232"
"69440","750000715","9257"
"69448","750000723","9323"
"69450","750006134","9768"
"69454","750000422","Y546"
"69459","750000423","Y566"
"69460","750000424","Y586"
"69464","750007095","191"
"69465","750001934","1069"
"69473","750001938","1083"
"69480","750001855","1746"
"69489","750001806","1994"
"69510","750001745","2085"
"69525","750001774","2309"
"69530","750001899","791"
"69539","750007012","3511"
"69548","750000727","9348"
"69558","750001202","5684"
"69565","750007073","4156"
"69567","750007074","4345"
"69570","750001543","3498"
"69583","750006252","2821"
"69611","750001626","2991"
"69630","750001635","3040"
"69667","750001585","3285"
"69699","750006244","3350"
"69703","750006248","3453"
"69707","750001573","3691"
"69712","750001435","4071"
"69718","750001395","4339"
"69737","750001356","4547"
"69753","750001329","4874"
"69759","750001232","5389"
"69762","750001146","5869"
"69770","750001120","6249"
"69778","750001056","6339"
"69804","750001088","6568"
"69809","750001014","6579"
"69822","750000853","8419"
"69852","750000813","8502"
"69874","750000754","8639"
"69889","750000758","8654"
"69904","750000762","8675"
"69916","750000686","9763"
"69923","750000688","9767"
"69935","750000468","Y626"
"69938","750000426","Y666"
"69941","750008062","2189"
"69968","750001492","3988"
"69971","750001892","1333"
"69993","750001832","1546"
"70023","750003759","2112"
"70234","750001777","1767"
"70286","750000907","7594"
"70310","750000909","7610"
"70323","750000913","7625"
"70355","750002871","7682"
"70373","750000919","7686"
"70388","750006165","7696"
"70411","750000928","7675"
"70418","750000944","7255"
"70422","750002650","8941"
"70504","750000805","8435"
"70509","750002018","454"
"70517","750001798","1905"
"70528","750001007","7139"
"70533","750000774","9170"
"70641","750000677","9736"
"70662","750006136","9819"
"70799","750004204","9903"
"70913","750001811","2040"
"70922","750001581","3265"
"70927","750001458","4202"
"70949","750001138","5805"
"70987","750001034","6714"
"71053","750000990","7036"
"71067","750000764","8702"
"71084","750000631","9982"
"71091","750000154","Y610"
"71092","750006773","Y810"
"71096","750001917","918"
"71252","750001922","938"
"71375","750001957","553"
"71389","750004876","2376"
"71441","750001681","2829"
"71455","750001621","2936"
"71514","750000753","8638"
"71525","750000629","9978"
"71539","750000890","8101"
"71579","750005051","702"
"71625","750001936","1078"
"71647","750001500","3756"
"71678","750001459","4215"
"71767","750004598","5878"
"71864","750000936","7208"
"72135","750000942","7248"
"72165","750006998","Y827"
"72168","750007537","Y943"
"72170","750007934","Y939"
"72175","750007933","Y938"
"72207","750000869","7877"
"72216","750001572","3682"
"72282","750001563","3607"
"72294","750001339","4927"
"72300","750006202","5438"
"72320","750001167","5990"
"72326","750008072","Y963"
"72374","750000801","8953"
"72379","750000457","Y751"
"72382","750000458","Y771"
"72390","750000459","Y268"
"72397","750000461","Y288"
"72400","750000463","Y308"
"72406","750001871","1220"
"72409","750001283","5193"
"72423","750001190","5576"
"72428","750001661","2689"
"72443","750001679","2780"
"72452","750001010","7171"
"72462","750006201","5413"
"72473","750001093","6065"
"72480","750001016","6601"
"72487","750006148","8942"
"72498","750000464","Y370"
"72502","750001920","932"
"72507","750001866","1166"
"72525","750001829","1539"
"72558","750001799","1919"
"72566","750007226","4586"
"72572","750002087","41"
"72576","750006256","2906"
"72597","750001577","3708"
"72607","750001473","4001"
"72630","750001239","5410"
"72638","750001060","6350"
"72649","750000946","7268"
"72672","750000901","7549"
"72681","750000930","7737"
"72701","750006154","8369"
"72712","750000858","8764"
"72735","750000800","8931"
"72746","750002014","432"
"72755","750007997","1022"
"72759","750001869","1184"
"72772","750001785","1839"
"72794","750004926","2115"
"72798","750000910","7611"
"72820","750004363","8148"
"72824","750001191","5577"
"72826","750004312","9171"
"72832","750000671","9705"
"72833","750000624","9904"
"72840","750001368","4675"
"72846","750001880","1278"
"72854","750001685","2849"
"72869","750006231","3991"
"72879","750001162","5971"
"72891","750001027","6685"
"72894","750007247","5710"
"72900","750007227","5828"
"72905","750007240","7120"
"72913","750004423","7833"
"72915","750000821","8196"
"72918","750000790","8831"
"72927","750000265","8874"
"72931","750000765","8717"
"72932","750006140","9441"
"72939","750000632","9985"
"72943","750002086","34"
"72950","750007212","135"
"72987","750002030","153"
"72996","750002040","176"
"73005","750005088","202"
"73009","750006293","207"
"73026","750006295","248"
"73049","750001980","291"
"73128","750001981","301"
"73141","750001984","319"
"73171","750001982","370"
"73190","750002016","444"
"73200","750001956","549"
"73212","750006285","635"
"73220","750001969","663"
"73256","750001971","679"
"73268","750001977","735"
"73343","750001902","816"
"73355","750007984","894"
"73412","750006279","933"
"73478","750001923","939"
"73498","750001924","946"
"73516","750001928","985"
"73545","750001867","1167"
"73574","750001872","1221"
"73660","750001879","1276"
"73678","750001882","1291"
"73711","750006275","1295"
"73730","750001886","1313"
"73776","750001891","1331"
"73816","750001815","1449"
"73832","750007455","7452"
"73836","750001826","1523"
"73844","750001830","1540"
"74076","750001833","1551"
"74093","750001839","1599"
"74104","750001844","1650"
"74124","750001786","1849"
"74127","750001793","1882"
"74137","750006268","2016"
"74170","750001809","2043"
"74193","750001814","2072"
"74222","750001740","2082"
"74232","750001747","2089"
"74257","750001756","2194"
"74273","750001714","2490"
"74292","750001723","2557"
"74315","750002011","417"
"74348","750002012","428"
"74354","750006258","2575"
"74382","750001728","2596"
"74424","750001731","2611"
"74478","750001929","999"
"74491","750006267","1950"
"74529","750001805","1978"
"74548","750004877","2377"
"74664","750000343","2946"
"74665","750002083","14"
"74676","750001706","2423"
"74680","750001556","3570"
"74721","750006206","5194"
"74837","750006289","391"
"74862","750000776","9179"
"74888","750001608","3426"
"74916","750001192","5578"
"75006","750006197","5665"
"75020","750001057","6343"
"75031","750001073","6411"
"75048","750001664","2706"
"75065","750001665","2712"
"75078","750000951","7332"
"75097","750000904","7558"
"75099","750000867","7830"
"75193","750004384","8311"
"75260","750006155","8406"
"75264","750006300","42"
"75320","750000799","8911"
"75334","750000803","8982"
"75352","750002005","373"
"75397","750000812","8482"
"75588","750001972","704"
"75650","750001763","2217"
"75661","750001672","2740"
"75694","750001718","2517"
"75820","750001724","2562"
"75835","750000817","8554"
"75845","750001597","3330"
"75889","750001566","3615"
"75900","750001053","6327"
"76015","750001678","2764"
"76065","750006144","9139"
"76086","750006145","9172"
"76102","750000697","9202"
"76118","750004316","9296"
"76131","750000722","9311"
"76266","750001417","4474"
"76282","750001820","1497"
"76291","750001824","1510"
"76306","750001760","2209"
"76314","750001761","2211"
"76335","750006259","2620"
"76362","750001682","2831"
"76377","750001688","2862"
"76419","750001690","2888"
"76435","750001490","4029"
"76453","750001494","4032"
"76466","750001630","3008"
"76552","750007140","6035"
"76555","750001071","6397"
"76572","750000863","7812"
"76594","750000739","8563"
"76602","750001648","3166"
"76616","750001654","3237"
"76630","750001657","3247"
"76646","750001583","3278"
"76681","750001602","3363"
"76685","750001606","3387"
"76697","750006247","3439"
"76727","750001550","3533"
"76750","750006240","3618"
"76754","750001568","3627"
"76761","750001574","3692"
"76765","750001501","3754"
"76807","750001504","3779"
"76834","750001505","3784"
"76843","750001506","3791"
"76869","750001508","3800"
"76883","750001519","3844"
"76892","750001537","3935"
"76924","750001469","3990"
"76928","750001470","3992"
"76986","750001436","4075"
"77005","750001453","4127"
"77012","750007969","4172"
"77074","750006226","4200"
"77087","750001394","4337"
"77138","750001397","4352"
"77175","750001400","4365"
"77192","750001403","4362"
"77206","750001404","4364"
"77217","750001409","4385"
"77226","750001410","4392"
"77298","750001416","4472"
"77317","750001347","4519"
"77353","750001353","4537"
"77355","750001370","4707"
"77378","750001372","4705"
"77397","750001374","4701"
"77429","750006216","4719"
"77462","750001379","4726"
"77478","750001305","4764"
"77500","750001313","4813"
"77543","750001315","4815"
"77552","750001318","4823"
"77563","750001321","4826"
"77576","750001335","4912"
"77699","750001257","4939"
"77711","750001267","4982"
"77737","750001270","5107"
"77755","750001273","5134"
"77769","750001275","5146"
"77873","750001278","5154"
"77921","750001287","5206"
"77944","750001293","5256"
"78003","750001214","5314"
"78097","750001220","5357"
"78114","750001223","5362"
"78141","750001225","5372"
"78159","750001226","5374"
"78174","750001228","5382"
"78203","750001229","5385"
"78213","750001240","5411"
"78401","750001245","5439"
"78524","750001251","5473"
"78538","750001252","5475"
"78546","750001172","5485"
"78554","750001177","5496"
"78583","750001208","5737"
"78589","750001210","5749"
"78599","750006192","5933"
"78612","750007199","6015"
"78648","750001165","5984"
"78667","750001166","5988"
"78678","750007999","5909"
"78731","750001090","6014"
"78740","750001112","6158"
"78775","750006188","6170"
"78783","750008024","6198"
"78789","750001125","6287"
"78795","750008033","6569"
"78833","750001022","6644"
"78868","750001029","6695"
"78885","750006178","6747"
"79003","750006174","7052"
"79017","750000994","7054"
"79020","750000945","7257"
"79023","750000952","7334"
"79051","750000956","7384"
"79135","750000962","7435"
"79218","750000902","7550"
"79267","750000931","7738"
"79366","750000870","7881"
"79386","750000871","7887"
"79397","750000883","8063"
"79407","750000888","8086"
"79411","750008023","8123"
"79431","750000895","8134"
"79495","750000832","8250"
"79500","750000840","8284"
"79522","750007235","8385"
"79528","750000850","8391"
"79546","750000791","8832"
"79589","750006147","8875"
"79606","750000797","8888"
"79619","750006149","8431"
"79648","750000810","8472"
"79712","750000811","8481"
"79738","750008022","8580"
"79746","750000750","8615"
"79754","750007238","9096"
"79770","750000770","9141"
"79782","750000699","9214"
"79805","750000706","9229"
"79824","750000725","9335"
"79848","750000733","9470"
"79869","750006141","9477"
"79980","750000674","9720"
"80011","750000675","9721"
"80035","750000689","9782"
"80054","750006135","9801"
"80068","750000694","9805"
"80080","750000625","9909"
"80090","750000467","Y528"
"80095","750001741","2083"
"80102","750001618","2923"
"80110","750001109","6134"
"80114","750001961","582"
"80120","750006138","9312"
"80124","750000664","9664"
"80128","750000619","9857"
"80135","750001380","4224"
"80143","750000896","8177"
"80151","750000771","9146"
"80154","750000716","9259"
"80167","750001589","3297"
"80173","750001567","3620"
"80175","750001532","3909"
"80191","750001464","3971"
"80193","750006227","4216"
"80197","750001341","4490"
"80203","750001058","6347"
"80207","750001032","6707"
"80215","750001039","6748"
"80219","750001002","7116"
"80222","750000693","9802"
"80230","750001944","497"
"80239","750001918","920"
"80246","750000250","2261"
"80263","750001384","4232"
"80272","750000777","9180"
"80276","750001595","3329"
"80287","750001399","4359"
"80298","750006215","4706"
"80308","750001294","5257"
"80313","750001215","5313"
"80329","750001059","6348"
"80337","750001035","6715"
"80342","750000779","8765"
"80359","750000253","9035"
"80371","750002251","Y701"
"80378","750002252","Y702"
"80381","750002253","Y705"
"80385","750004036","325"
"80398","750003937","1318"
"80405","750002798","8224"
"80428","750000309","9618"
"80436","750002378","Y003"
"80444","750000286","Y351"
"80490","750005150","7596"
"80501","750006346","7627"
"80535","750002867","7613"
"80552","750002869","7650"
"80607","750006348","7673"
"80738","750003243","4987"
"80785","750002829","8007"
"80802","750000298","Y393"
"80807","750000287","Y396"
"80818","750000288","Y397"
"80826","750000289","Y399"
"80830","750002255","Y720"
"80834","750004006","649"
"80923","750004925","2113"
"81056","750004378","8265"
"81114","750003019","6683"
"81277","750002972","6868"
"81357","750002256","Y740"
"81358","750007209","Y870"
"81370","750003853","1769"
"81384","750003120","5857"
"81389","750003037","6263"
"81407","750002755","8410"
"81414","750003522","3512"
"81430","750003392","4121"
"81444","750003387","4541"
"81449","750003030","6749"
"81468","750002914","7447"
"81527","750002605","9405"
"81543","750000314","9723"
"81555","750006692","Y772"
"81567","750007995","6626"
"81584","750004086","183"
"81604","750003874","1428"
"81614","750006453","1770"
"81626","750003686","2650"
"81640","750003422","4314"
"81649","750003768","2154"
"81657","750003707","2787"
"81676","750003868","1409"
"81683","750006442","2489"
"81697","750003424","4323"
"81705","750003600","3049"
"81716","750002567","9128"
"81730","750002579","9188"
"81733","750003397","4138"
"81735","750003221","5563"
"81745","750003144","5995"
"81752","750003074","6049"
"81753","750003087","6081"
"81765","750003038","6289"
"81778","750003041","6336"
"81786","750002954","7247"
"81790","750002767","8072"
"81795","750002800","8231"
"81812","750002747","8339"
"81815","750002696","9056"
"81820","750002706","9073"
"81824","750002709","8840"
"81834","750002258","Y411"
"81841","750002260","Y471"
"81842","750002756","8411"
"81844","750003935","1303"
"81848","750003844","1726"
"81868","750003860","1806"
"81898","750003718","2362"
"81917","750003679","2585"
"81931","750003760","2114"
"81948","750004135","17"
"81961","750003769","2155"
"81978","750006948","1712"
"81985","750003847","1732"
"82007","750003591","3000"
"82034","750003048","6391"
"82056","750002878","7726"
"82089","750002733","8290"
"82092","750003433","3946"
"82106","750003251","5075"
"82121","750003188","5301"
"82142","750003205","5458"
"82143","750003214","5522"
"82153","750002946","7184"
"82169","750002833","8028"
"82194","750002751","8386"
"82206","750002714","8882"
"82226","750002600","9362"
"82232","750004077","143"
"82240","750006099","1575"
"82244","750007448","1630"
"82247","750003862","1814"
"82252","750003790","1836"
"82258","750003785","2291"
"82268","750003854","1771"
"82290","750006098","470"
"82298","750004136","18"
"82302","750002596","9331"
"82308","750007528","2840"
"82312","750003877","1432"
"82320","750003811","1917"
"82323","750002580","9189"
"82337","750003549","3270"
"82343","750003370","4461"
"82351","750003336","4715"
"82356","750003270","4762"
"82370","750007357","4941"
"82374","750008085","5003"
"82379","750003232","4959"
"82383","750007885","5716"
"82385","750007886","5714"
"82386","750003135","5936"
"82388","750003014","6637"
"82391","750002909","7419"
"82396","750008083","8256"
"82402","750002653","8955"
"82418","750002641","8748"
"82421","750002261","Y491"
"82425","750002262","Y510"
"82429","750004144","48"
"82452","750004067","87"
"82480","750004068","113"
"82484","750004030","317"
"82520","750004031","300"
"82542","750004032","309"
"82566","750004034","311"
"82574","750004035","313"
"82584","750004037","320"
"82592","750004038","322"
"82615","750004048","415"
"82625","750004049","422"
"82633","750004053","445"
"82643","750004058","508"
"82652","750003998","597"
"82653","750003999","609"
"82678","750004014","709"
"82710","750004024","801"
"82724","750003952","814"
"82739","750003954","834"
"82852","750003959","895"
"82875","750003969","916"
"82913","750003971","931"
"82922","750003981","1071"
"82973","750003982","1084"
"82978","750003986","1106"
"83022","750003906","1117"
"83028","750003912","1146"
"83060","750006460","1304"
"83065","750003946","1385"
"83084","750006463","1395"
"83104","750003873","1420"
"83126","750003875","1429"
"83142","750003876","1430"
"83161","750003881","1454"
"83181","750003882","1458"
"83186","750003893","1508"
"83197","750003895","1514"
"83226","750003900","1555"
"83249","750003905","1602"
"83268","750006458","1606"
"83375","750003827","1613"
"83392","750003828","1615"
"83423","750003829","1619"
"83425","750003845","1727"
"83656","750003856","1778"
"83681","750003794","1853"
"83698","750003795","1859"
"83719","750003800","1869"
"83729","750003751","2015"
"83751","750003783","2284"
"83769","750003714","2347"
"83788","750003725","2401"
"83805","750003728","2409"
"83839","750003741","2481"
"83875","750003742","2492"
"83933","750003743","2499"
"83948","750003668","2527"
"84099","750003670","2532"
"84109","750003675","2571"
"84120","750005391","495"
"84230","750003808","1900"
"84271","750003761","2118"
"84429","750003688","2660"
"84438","750003294","4855"
"84460","750007163","669"
"84471","750004134","12"
"84481","750003984","1101"
"84492","750004142","38"
"84504","750003855","1772"
"84637","750006454","1787"
"84677","750003733","2451"
"84694","750003477","3733"
"84715","750003258","5182"
"84748","750003414","4207"
"84827","750003423","4321"
"84839","750003175","5731"
"84843","750003113","5822"
"84856","750003078","6060"
"84861","750003040","6310"
"84864","750004051","429"
"84880","750003515","3482"
"84945","750007767","6823"
"84957","750002986","6936"
"84974","750004137","19"
"85034","750004028","288"
"85061","750003770","2156"
"85120","750003716","2359"
"85132","750003545","3662"
"85156","750003435","3951"
"85180","750003704","2753"
"85192","750003329","4670"
"85217","750004531","6066"
"85251","750002616","8622"
"85273","750002854","7522"
"85476","750002875","7705"
"85490","750002745","8332"
"85523","750002673","8474"
"85583","750002630","8692"
"85601","750002574","9165"
"85630","750002531","9454"
"85697","750002638","8726"
"85716","750002595","9328"
"85723","750002597","9332"
"85764","750002525","9431"
"85784","750003629","2811"
"85794","750002963","6840"
"85826","750002964","6843"
"85844","750002975","6876"
"85906","750002978","6882"
"85925","750003659","2939"
"86020","750003661","2948"
"86032","750004001","614"
"86049","750003666","2974"
"86067","750003878","1433"
"86074","750003884","1470"
"86082","750003891","1498"
"86107","750006457","1528"
"86112","750003897","1530"
"86120","750006452","1985"
"86170","750005331","2720"
"86207","750003592","3001"
"86312","750006376","5954"
"86320","750003049","6392"
"86466","750003031","6758"
"86525","750002855","7532"
"86543","750002802","7727"
"86635","750002811","7760"
"86644","750003604","3059"
"86697","750002734","8291"
"86717","750002752","8393"
"86816","750002613","8609"
"86873","750002627","8678"
"86893","750003625","3244"
"86899","750006431","3246"
"86909","750003626","3248"
"86942","750003547","3264"
"86972","750003562","3346"
"86978","750003567","3369"
"87005","750003571","3390"
"87022","750003578","3409"
"87051","750006425","3416"
"87061","750006426","3433"
"87120","750003506","3441"
"87140","750003509","3466"
"87172","750003524","3515"
"87174","750003529","3554"
"87195","750003535","3583"
"87208","750003537","3601"
"87223","750003541","3625"
"87241","750003544","3645"
"87276","750003467","3666"
"87305","750003468","3688"
"87309","750003479","3745"
"87326","750003483","3789"
"87331","750003488","3799"
"87341","750003487","3797"
"87358","750006414","3804"
"87389","750003494","3861"
"87394","750003502","3912"
"87440","750003434","3947"
"87485","750003439","3964"
"87495","750007325","3950"
"87508","750003442","3973"
"87514","750003443","3974"
"87530","750003444","3981"
"87537","750003465","4098"
"87564","750003390","4108"
"87580","750003393","4122"
"87614","750003395","4134"
"87628","750003398","4139"
"87648","750003356","4377"
"87658","750003373","4468"
"87683","750003376","4483"
"87696","750003381","4497"
"87729","750003386","4540"
"87737","750003388","4542"
"87803","750003314","4589"
"87825","750003335","4711"
"87833","750003337","4716"
"87853","750003273","4782"
"87882","750003275","4785"
"87919","750003277","4792"
"87941","750003279","4801"
"87954","750003289","4840"
"87976","750006390","4846"
"87987","750006392","4899"
"88061","750003300","4900"
"88086","750003302","4901"
"88089","750003229","4946"
"88092","750003233","4960"
"88097","750003245","4997"
"88101","750003253","5103"
"88170","750003259","5184"
"88201","750003262","5209"
"88379","750003264","5218"
"88401","750003269","5265"
"88416","750003191","5341"
"88444","750003197","5396"
"88460","750003202","5425"
"88527","750003206","5459"
"88586","750003215","5523"
"88700","750003222","5564"
"88760","750003160","5658"
"88768","750003179","5772"
"88770","750008055","5826"
"88777","750003130","5921"
"89042","750003134","5935"
"89047","750003139","5961"
"89084","750003082","6067"
"89173","750003089","6131"
"89185","750008061","6100"
"89198","750003095","6129"
"89206","750007996","6147"
"89216","750003046","6388"
"89274","750003000","6558"
"89306","750003002","6576"
"89334","750003004","6592"
"89437","750003016","6664"
"89454","750003025","6709"
"89473","750003027","6731"
"89482","750003032","6764"
"89520","750002966","6845"
"89731","750002984","6913"
"89827","750007176","7035"
"89838","750002922","7038"
"89862","750002929","7090"
"89963","750002898","7366"
"89972","750002901","7373"
"89989","750000338","7379"
"89990","750002905","7391"
"90002","750006352","7410"
"90010","750006353","7430"
"90031","750002856","7538"
"90087","750002804","7740"
"90103","750002806","7743"
"90141","750002823","7865"
"90151","750002834","8029"
"90220","750002764","8062"
"90241","750002765","8074"
"90263","750002778","8125"
"90318","750002796","8209"
"90355","750005117","8223"
"90395","750002727","8246"
"90409","750007990","8312"
"90423","750002742","8322"
"90431","750002690","8787"
"90443","750002697","9057"
"90468","750002698","8815"
"90470","750006329","8877"
"90473","750006330","8903"
"90485","750006331","8919"
"90497","750002656","8968"
"90512","750002663","9002"
"90544","750002684","8582"
"90558","750002609","8601"
"90599","750002610","8605"
"90619","750002631","8694"
"90635","750002635","8705"
"90708","750002569","9144"
"90718","750002571","9150"
"90747","750002585","9266"
"90784","750002601","9363"
"90806","750002526","9440"
"90839","750002554","9675"
"90921","750002563","9724"
"90964","750002487","9729"
"90983","750002508","9831"
"91013","750002452","9990"
"91038","750003826","1607"
"91041","750003762","2119"
"91069","750003263","5210"
"91074","750003203","5426"
"91081","750002973","6870"
"91089","750006471","418"
"91091","750003955","835"
"91095","750003846","1728"
"91101","750003669","2528"
"91112","750003671","2533"
"91122","750003426","4327"
"91135","750006332","8333"
"91138","750002539","9484"
"91180","750003579","3410"
"91186","750003192","5352"
"91206","750003047","6389"
"91212","750002974","6871"
